ZIP5,AFFGEOID10,GEOID10,ALAND10,AWATER10
16404,8600000US16404,16404,233524021,160467
16213,8600000US16213,16213,372417,0
19122,8600000US19122,19122,3287164,0
15144,8600000US15144,15144,7144465,806293
16326,8600000US16326,16326,17696869,20225
15227,8600000US15227,15227,15993857,0
18517,8600000US18517,18517,10859595,0
15772,8600000US15772,15772,82609780,340794
13483,8600000US13483,13483,17921346,213418
07922,8600000US07922,7922,14400400,92892
07508,8600000US07508,7508,13292853,173674
12856,8600000US12856,12856,164698810,2777920
07657,8600000US07657,7657,6587135,917616
06031,8600000US06031,6031,99548242,892998
24938,8600000US24938,24938,71937021,256722
38059,8600000US38059,38059,332230470,275879
17020,8600000US17020,17020,148973286,2660906
29052,8600000US29052,29052,148530453,790922
29638,8600000US29638,29638,153813213,417523
05678,8600000US05678,5678,1831716,118895
30105,8600000US30105,30105,154400890,1295183
51240,8600000US51240,51240,262865520,296082
36530,8600000US36530,36530,250361238,17624956
95003,8600000US95003,95003,90932762,3632732
17061,8600000US17061,17061,88498701,13839169
15956,8600000US15956,15956,20853787,239345
78704,8600000US78704,78704,22503946,286585
57543,8600000US57543,57543,1196447250,7626172
57776,8600000US57776,57776,322088664,961695
57440,8600000US57440,57440,369096534,1752714
62075,8600000US62075,62075,286389953,50733
04003,8600000US04003,4003,2695552,52153834
04606,8600000US04606,4606,110407101,96716741
94621,8600000US94621,94621,20138823,4597968
04676,8600000US04676,4676,62191264,9896338
26714,8600000US26714,26714,49505554,277313
29301,8600000US29301,29301,70920331,531606
29518,8600000US29518,29518,125964312,0
78739,8600000US78739,78739,29588289,0
84045,8600000US84045,84045,52780572,105247
84010,8600000US84010,84010,38953730,55354
84037,8600000US84037,84037,48366111,210606
01605,8600000US01605,1605,14610461,341303
46613,8600000US46613,46613,7395704,68950
50148,8600000US50148,50148,51098073,0
04037,8600000US04037,4037,213668907,19840276
04041,8600000US04041,4041,96908167,3415725
81242,8600000US81242,81242,5725825,0
24916,8600000US24916,24916,43566998,23949
49419,8600000US49419,49419,186798619,1999113
78052,8600000US78052,78052,98194456,285300
57531,8600000US57531,57531,869543870,1694155
57235,8600000US57235,57235,353028283,19094564
79536,8600000US79536,79536,820109438,794185
75057,8600000US75057,75057,26369044,5943802
78947,8600000US78947,78947,553710849,3218719
75252,8600000US75252,75252,13066990,27521
19950,8600000US19950,19950,193447785,7806
32444,8600000US32444,32444,24323401,12517657
33875,8600000US33875,33875,194871031,9776023
56304,8600000US56304,56304,155277467,4401845
56357,8600000US56357,56357,95998109,15730
56585,8600000US56585,56585,304197312,520999
55105,8600000US55105,55105,9355440,492928
76571,8600000US76571,76571,306091439,11796286
23228,8600000US23228,23228,29006518,222727
75126,8600000US75126,75126,200280205,2406600
76664,8600000US76664,76664,349764911,3090730
77663,8600000US77663,77663,56087294,1038100
76208,8600000US76208,76208,70160653,17552797
67762,8600000US67762,67762,566984565,49291
21754,8600000US21754,21754,61435371,105852
21158,8600000US21158,21158,192751585,586459
30016,8600000US30016,30016,237297694,3018483
30504,8600000US30504,30504,42953910,12936143
78101,8600000US78101,78101,132702061,1004419
77478,8600000US77478,77478,25157207,1596556
79054,8600000US79054,79054,104254795,402767
15902,8600000US15902,15902,23599670,127148
77969,8600000US77969,77969,74692807,1854152
22201,8600000US22201,22201,6050903,0
76652,8600000US76652,76652,225632514,5935755
64445,8600000US64445,64445,109351653,16689
24607,8600000US24607,24607,32885368,26547
57446,8600000US57446,57446,400182285,5804146
03909,8600000US03909,3909,89099536,10628821
04547,8600000US04547,4547,36528539,23483735
04732,8600000US04732,4732,1134489850,27819647
98116,8600000US98116,98116,7660574,1877043
97856,8600000US97856,97856,1117528729,18184
97223,8600000US97223,97223,30031962,17348
77316,8600000US77316,77316,326829735,1928080
29458,8600000US29458,29458,427932083,70828901
17983,8600000US17983,17983,6498255,0
19053,8600000US19053,19053,27127676,203085
54664,8600000US54664,54664,203271865,516934
80010,8600000US80010,80010,14216821,31534
19809,8600000US19809,19809,18123564,4102421
20037,8600000US20037,20037,1663884,854279
02492,8600000US02492,2492,24709593,847335
34109,8600000US34109,34109,32512680,1989972
32193,8600000US32193,32193,20499642,966671
33616,8600000US33616,33616,9844199,2113030
32080,8600000US32080,32080,40288865,25134864
77613,8600000US77613,77613,98506353,844754
24637,8600000US24637,24637,73714973,545862
37819,8600000US37819,37819,56664189,22868
05068,8600000US05068,5068,133293314,1554967
05401,8600000US05401,5401,15340561,341091
05744,8600000US05744,5744,57609866,218497
05487,8600000US05487,5487,116545565,323399
93905,8600000US93905,93905,24099175,80048
93930,8600000US93930,93930,935228374,9286069
66550,8600000US66550,66550,160586364,488754
66429,8600000US66429,66429,33476452,172394
67485,8600000US67485,67485,201546957,362919
62833,8600000US62833,62833,119708379,477089
60928,8600000US60928,60928,28588297,0
61107,8600000US61107,61107,38402982,340639
60455,8600000US60455,60455,11279286,0
67557,8600000US67557,67557,354403438,74976
15367,8600000US15367,15367,23839710,61853
05733,8600000US05733,5733,295924450,4287887
05461,8600000US05461,5461,106394272,1037511
17540,8600000US17540,17540,50692829,440583
15026,8600000US15026,15026,86467831,520447
19057,8600000US19057,19057,11428603,72891
67548,8600000US67548,67548,292031746,65331
06234,8600000US06234,6234,79391506,282000
36279,8600000US36279,36279,76917831,655434
21872,8600000US21872,21872,46808312,216712
02744,8600000US02744,2744,3342654,1345734
01519,8600000US01519,1519,28272672,279340
21659,8600000US21659,21659,124231540,3349070
05736,8600000US05736,5736,15511275,185264
15622,8600000US15622,15622,83880289,14139
26505,8600000US26505,26505,34011056,823908
23922,8600000US23922,23922,175775459,419391
24185,8600000US24185,24185,97665981,0
82420,8600000US82420,82420,143568565,46348
95917,8600000US95917,95917,178476117,1084314
54456,8600000US54456,54456,574895144,6147352
58504,8600000US58504,58504,267812931,21531197
58227,8600000US58227,58227,274196951,343934
44889,8600000US44889,44889,204600351,1483535
14510,8600000US14510,14510,181085396,286761
12482,8600000US12482,12482,5726553,0
14613,8600000US14613,14613,4731993,92831
13417,8600000US13417,13417,3384696,0
10606,8600000US10606,10606,3912506,0
07757,8600000US07757,7757,6434191,1494265
30183,8600000US30183,30183,158961938,2095606
30046,8600000US30046,30046,40544977,303982
30189,8600000US30189,30189,50378861,5564081
04406,8600000US04406,4406,233576991,6173215
20708,8600000US20708,20708,36138187,784564
20868,8600000US20868,20868,5193589,5002
21723,8600000US21723,21723,7900647,82192
11724,8600000US11724,11724,9995626,507202
27510,8600000US27510,27510,9666665,14035
38645,8600000US38645,38645,142899346,1934042
62906,8600000US62906,62906,158106151,1527198
60072,8600000US60072,60072,20628682,0
62204,8600000US62204,62204,14500596,450248
60534,8600000US60534,60534,4397184,74131
27299,8600000US27299,27299,71281927,3774631
28619,8600000US28619,28619,3090896,0
30080,8600000US30080,30080,35275299,166420
55781,8600000US55781,55781,197562906,13650028
56256,8600000US56256,56256,598446305,7946903
55797,8600000US55797,55797,179193291,37887
49303,8600000US49303,49303,38918446,135480
57224,8600000US57224,57224,134052988,619362
57108,8600000US57108,57108,79894883,51990
14008,8600000US14008,14008,63330286,2221327
10538,8600000US10538,10538,9309988,131479
27242,8600000US27242,27242,139720259,628123
27531,8600000US27531,27531,9280553,0
58646,8600000US58646,58646,1450427631,2427123
43011,8600000US43011,43011,213626189,447328
58273,8600000US58273,58273,168063715,0
56588,8600000US56588,56588,137111734,12470629
01062,8600000US01062,1062,47015771,396836
01007,8600000US01007,1007,136236050,6944233
01373,8600000US01373,1373,62598285,1472415
37409,8600000US37409,37409,11373125,28009
96742,8600000US96742,96742,31057603,14125745
96763,8600000US96763,96763,365360726,59344100
83451,8600000US83451,83451,35770739,143346
38914,8600000US38914,38914,122204463,697307
97492,8600000US97492,97492,58779258,162342
65543,8600000US65543,65543,159653954,185986
45239,8600000US45239,45239,16360323,2685
43125,8600000US43125,43125,81311493,1686779
43107,8600000US43107,43107,77586803,618131
56637,8600000US56637,56637,61567112,8465827
95119,8600000US95119,95119,7338480,8026
93701,8600000US93701,93701,3924019,0
07403,8600000US07403,7403,16523009,1092115
87117,8600000US87117,87117,50395029,188966
06088,8600000US06088,6088,29142177,1297022
50588,8600000US50588,50588,356321813,12671863
56484,8600000US56484,56484,234763064,245721223
45014,8600000US45014,45014,56250265,559211
45439,8600000US45439,45439,15936165,628822
44445,8600000US44445,44445,42933312,284014
43030,8600000US43030,43030,237937,0
45860,8600000US45860,45860,90609141,72722
44120,8600000US44120,44120,13764042,109426
50038,8600000US50038,50038,7910326,966306
52313,8600000US52313,52313,83418084,1534035
50042,8600000US50042,50042,83827847,334754
52231,8600000US52231,52231,84639744,95411
55011,8600000US55011,55011,116452606,4344202
06782,8600000US06782,6782,19466335,626713
06334,8600000US06334,6334,50196963,720872
06387,8600000US06387,6387,277797,0
06332,8600000US06332,6332,1190715,11477
50167,8600000US50167,50167,102105523,505051
50062,8600000US50062,50062,80086541,23079
56686,8600000US56686,56686,456607540,8915370
55112,8600000US55112,55112,49241366,4997774
28480,8600000US28480,28480,7580262,2390247
63433,8600000US63433,63433,32405870,8593932
97210,8600000US97210,97210,19527312,1911037
97401,8600000US97401,97401,23744288,58974
38674,8600000US38674,38674,96007615,567116
64622,8600000US64622,64622,170101029,199984
99744,8600000US99744,99744,84689530,7254755
99609,8600000US99609,99609,30641781,2695672
85224,8600000US85224,85224,24168985,440
85003,8600000US85003,85003,4795029,0
85253,8600000US85253,85253,46567286,200220
85295,8600000US85295,85295,32738598,25543
85233,8600000US85233,85233,25202784,347797
52251,8600000US52251,52251,106272146,27088
50212,8600000US50212,50212,351557404,568171
85048,8600000US85048,85048,51051830,176276
72462,8600000US72462,72462,15620107,884831
72080,8600000US72080,72080,245735887,839236
63330,8600000US63330,63330,79129887,7549033
94089,8600000US94089,94089,15517482,31508
90813,8600000US90813,90813,8312275,242361
95864,8600000US95864,95864,16605045,368916
11763,8600000US11763,11763,35826523,4749
19960,8600000US19960,19960,76517662,723134
63011,8600000US63011,63011,37381110,10308
44853,8600000US44853,44853,70736884,0
43113,8600000US43113,43113,425972692,3675074
90606,8600000US90606,90606,9797756,218731
93277,8600000US93277,93277,103561420,292710
90814,8600000US90814,90814,3508044,0
94512,8600000US94512,94512,52217901,28204
91208,8600000US91208,91208,17875560,138146
92333,8600000US92333,92333,10813398,0
72359,8600000US72359,72359,5465887,162728
72321,8600000US72321,72321,3570256,0
72116,8600000US72116,72116,17267288,513529
71823,8600000US71823,71823,23596644,1705616
92691,8600000US92691,92691,22798268,110252
92203,8600000US92203,92203,45347613,0
20008,8600000US20008,20008,7871235,33041
32064,8600000US32064,32064,20072874,5105
32043,8600000US32043,32043,525067430,35042758
33150,8600000US33150,33150,9049102,136233
33428,8600000US33428,33428,23219671,265007
67008,8600000US67008,67008,318576106,376042
67132,8600000US67132,67132,224898756,1357455
43416,8600000US43416,43416,71174347,306118
44511,8600000US44511,44511,19241371,411432
58722,8600000US58722,58722,163053519,2079720
74137,8600000US74137,74137,26743379,1147826
74081,8600000US74081,74081,88223561,5544652
06417,8600000US06417,6417,35001764,1684244
06415,8600000US06415,6415,141035296,2580116
47977,8600000US47977,47977,216296481,244835
46914,8600000US46914,46914,74596008,234637
47710,8600000US47710,47710,22777820,420179
91978,8600000US91978,91978,17446286,88959
93222,8600000US93222,93222,74455074,16918
62871,8600000US62871,62871,132293882,282292
06106,8600000US06106,6106,10946224,256441
06117,8600000US06117,6117,25733520,665979
66716,8600000US66716,66716,222108424,1002826
66050,8600000US66050,66050,111883904,1650008
72760,8600000US72760,72760,90679831,131162
72567,8600000US72567,72567,29964606,0
73542,8600000US73542,73542,860070308,8219246
19335,8600000US19335,19335,110131413,2993871
56673,8600000US56673,56673,304213279,21032400
56318,8600000US56318,56318,103356168,10907579
98295,8600000US98295,98295,74772669,386979
83427,8600000US83427,83427,1867127,0
06751,8600000US06751,6751,49150827,740227
46107,8600000US46107,46107,8420659,0
46950,8600000US46950,46950,72792019,4955
47163,8600000US47163,47163,53890920,346281
51105,8600000US51105,51105,15751180,74338
90210,8600000US90210,90210,26222763,153478
91108,8600000US91108,91108,9869625,19635
90016,8600000US90016,90016,9394067,8302
95651,8600000US95651,95651,30057280,0
80224,8600000US80224,80224,8155949,0
68860,8600000US68860,68860,466479832,6101
89706,8600000US89706,89706,82113184,120571
45623,8600000US45623,45623,187280052,1363990
83813,8600000US83813,83813,117954321,3299048
62893,8600000US62893,62893,48130685,266544
60108,8600000US60108,60108,18743040,799550
62633,8600000US62633,62633,178458621,288548
55391,8600000US55391,55391,44003525,28406112
56531,8600000US56531,56531,413495110,16944771
16411,8600000US16411,16411,45910018,5182265
80219,8600000US80219,80219,19441822,193656
60444,8600000US60444,60444,122199725,1452052
61054,8600000US61054,61054,102855816,0
34484,8600000US34484,34484,84943402,491599
50672,8600000US50672,50672,94928094,46229
28644,8600000US28644,28644,177238494,716700
98402,8600000US98402,98402,2438750,560802
65570,8600000US65570,65570,74765691,41974
61459,8600000US61459,61459,90860357,401583
61949,8600000US61949,61949,7357386,0
61720,8600000US61720,61720,72676094,0
61359,8600000US61359,61359,2144848,38138
62846,8600000US62846,62846,55074466,5561070
62297,8600000US62297,62297,61893093,561821
46391,8600000US46391,46391,104277713,185530
60101,8600000US60101,60101,29950578,749930
60056,8600000US60056,60056,27829030,1676
61434,8600000US61434,61434,205009722,16978
60005,8600000US60005,60005,16986656,106656
50157,8600000US50157,50157,168370012,82897
52594,8600000US52594,52594,121926714,112662
50071,8600000US50071,50071,292906216,337362
65650,8600000US65650,65650,185613687,6230509
65231,8600000US65231,65231,320847833,2331125
47305,8600000US47305,47305,3457744,116887
46047,8600000US46047,46047,34330,0
46705,8600000US46705,46705,51515088,274821
02030,8600000US02030,2030,39100737,878543
01801,8600000US01801,1801,32797091,771596
01104,8600000US01104,1104,13509673,212849
01094,8600000US01094,1094,2957300,172820
61743,8600000US61743,61743,39148872,0
62839,8600000US62839,62839,189923391,419278
62361,8600000US62361,62361,155866827,1682372
61260,8600000US61260,61260,151702069,36224
04265,8600000US04265,4265,18292947,2450664
12157,8600000US12157,12157,112845130,257272
43017,8600000US43017,43017,43675712,1151449
59631,8600000US59631,59631,441816039,50100
59756,8600000US59756,59756,29882617,0
89161,8600000US89161,89161,49591555,0
15043,8600000US15043,15043,84730154,3494985
24984,8600000US24984,24984,121675400,137314
25106,8600000US25106,25106,42137827,1642271
26050,8600000US26050,26050,7515037,5206823
50475,8600000US50475,50475,230913701,89137
49509,8600000US49509,49509,18783247,28009
48433,8600000US48433,48433,143803523,1573363
48765,8600000US48765,48765,143312857,2538123
48218,8600000US48218,48218,6874441,287671
45833,8600000US45833,45833,178648872,991451
12410,8600000US12410,12410,106657616,92306
13132,8600000US13132,13132,61449754,1053729
89026,8600000US89026,89026,69212999,0
03304,8600000US03304,3304,72938478,961665
10701,8600000US10701,10701,10981176,0
10033,8600000US10033,10033,1544120,0
12583,8600000US12583,12583,33731355,211478
11742,8600000US11742,11742,12946166,0
66838,8600000US66838,66838,132916802,578150
66531,8600000US66531,66531,98547095,74444
67441,8600000US67441,67441,100629600,1022522
41538,8600000US41538,41538,486653,0
42066,8600000US42066,42066,561598427,6168569
40062,8600000US40062,40062,13505445,102299
24846,8600000US24846,24846,18504959,425994
97102,8600000US97102,97102,16199558,6630251
53207,8600000US53207,53207,25683549,4184745
54850,8600000US54850,54850,201396992,7046226
31629,8600000US31629,31629,112934805,1598449
28357,8600000US28357,28357,91734704,168251
27704,8600000US27704,27704,104356508,12992808
81144,8600000US81144,81144,732605018,547738
81033,8600000US81033,81033,837884,0
80733,8600000US80733,80733,81847800,7025967
80234,8600000US80234,80234,18419964,228516
80510,8600000US80510,80510,171263787,1149598
06883,8600000US06883,6883,51211665,2333476
04038,8600000US04038,4038,131043351,1725384
04267,8600000US04267,4267,5392798,425104
04289,8600000US04289,4289,62835356,412979
04555,8600000US04555,4555,49053593,10826129
04573,8600000US04573,4573,21088406,4019278
04226,8600000US04226,4226,27924368,61403
01452,8600000US01452,1452,106329263,2404684
40070,8600000US40070,40070,31077012,447227
41825,8600000US41825,41825,15604186,9202
42516,8600000US42516,42516,34846218,50407
41606,8600000US41606,41606,27128946,2981
27020,8600000US27020,27020,190104378,954390
13753,8600000US13753,13753,242737662,1643756
14030,8600000US14030,14030,51454114,558665
10919,8600000US10919,10919,10661356,49528
10804,8600000US10804,10804,11224987,316901
10463,8600000US10463,10463,3755854,345779
12303,8600000US12303,12303,39839269,30396
90404,8600000US90404,90404,5161108,0
02210,8600000US02210,2210,2488787,1315290
01379,8600000US01379,1379,78225204,969491
01904,8600000US01904,1904,11714786,1301717
01084,8600000US01084,1084,23799816,221546
07438,8600000US07438,7438,71050191,4872347
08071,8600000US08071,8071,8600923,122854
08248,8600000US08248,8248,1434615,2365954
07850,8600000US07850,7850,8304528,1329140
55793,8600000US55793,55793,205000826,4874169
56165,8600000US56165,56165,98853223,145553
56231,8600000US56231,56231,257947443,650336
90012,8600000US90012,90012,8379976,153036
45813,8600000US45813,45813,141939959,1518827
41745,8600000US41745,41745,16455094,493399
71301,8600000US71301,71301,32292573,353671
70364,8600000US70364,70364,109710146,1089210
71406,8600000US71406,71406,20585311,0
01540,8600000US01540,1540,50104199,2048496
35087,8600000US35087,35087,58091830,447159
30148,8600000US30148,30148,27788647,157966
36569,8600000US36569,36569,160142028,1292483
30064,8600000US30064,30064,82567177,445487
74733,8600000US74733,74733,123379910,5310039
73947,8600000US73947,73947,855299427,549458
08801,8600000US08801,8801,42196608,504913
08014,8600000US08014,8014,7519579,6210471
32811,8600000US32811,32811,21526870,885488
32501,8600000US32501,32501,9854110,97453
33710,8600000US33710,33710,20554738,2957050
30350,8600000US30350,30350,32424565,1875860
31829,8600000US31829,31829,30232031,193096
50560,8600000US50560,50560,225266971,0
96748,8600000US96748,96748,318183611,55565507
96793,8600000US96793,96793,177903794,15586007
96710,8600000US96710,96710,99135286,1769037
96783,8600000US96783,96783,50575776,3795787
66097,8600000US66097,66097,128158812,965232
55121,8600000US55121,55121,23397644,1947847
55334,8600000US55334,55334,222704623,4992475
56119,8600000US56119,56119,234621224,2003496
55940,8600000US55940,55940,234614004,88568
38871,8600000US38871,38871,139909051,1316765
38859,8600000US38859,38859,110712763,5911301
39054,8600000US39054,39054,10470560,0
38623,8600000US38623,38623,29314882,121482
95691,8600000US95691,95691,107646492,5805247
95333,8600000US95333,95333,302204396,0
95422,8600000US95422,95422,91273497,22238006
94946,8600000US94946,94946,113169325,3550606
03597,8600000US03597,3597,138402706,1999903
80434,8600000US80434,80434,74237155,483879
06070,8600000US06070,6070,56669355,583254
06770,8600000US06770,6770,43290967,246553
81222,8600000US81222,81222,79957770,11561
32439,8600000US32439,32439,265596791,12773824
30075,8600000US30075,30075,77234670,2149780
31017,8600000US31017,31017,243268593,1184385
30274,8600000US30274,30274,27369332,134162
30294,8600000US30294,30294,83807388,742520
44119,8600000US44119,44119,5456609,1135616
44113,8600000US44113,44113,9918002,517757
80834,8600000US80834,80834,743832672,23665
81656,8600000US81656,81656,2717138,0
81335,8600000US81335,81335,70232820,0
30683,8600000US30683,30683,101291013,1168092
30052,8600000US30052,30052,226582668,1975340
31093,8600000US31093,31093,50858573,584639
47018,8600000US47018,47018,184579705,166288
30009,8600000US30009,30009,24846619,209671
52327,8600000US52327,52327,216559540,1069676
50249,8600000US50249,50249,201365970,852476
50123,8600000US50123,50123,204314657,269954
50570,8600000US50570,50570,112172564,48177
50228,8600000US50228,50228,180073068,59991
50151,8600000US50151,50151,205299770,263296
67601,8600000US67601,67601,998435175,349587
67642,8600000US67642,67642,597654553,238456
67357,8600000US67357,67357,458850535,8055905
18947,8600000US18947,18947,61924768,349014
52048,8600000US52048,52048,85789269,0
52347,8600000US52347,52347,166647003,0
48756,8600000US48756,48756,202486673,4736879
48662,8600000US48662,48662,120533005,169388
52721,8600000US52721,52721,108698067,0
57234,8600000US57234,57234,261738607,11293499
57520,8600000US57520,57520,381371299,654248
83271,8600000US83271,83271,671571260,69197
83543,8600000US83543,83543,354027615,131811
61032,8600000US61032,61032,383349774,392531
60014,8600000US60014,60014,65288836,2935907
49220,8600000US49220,49220,73365878,669307
48832,8600000US48832,48832,67139626,427449
56374,8600000US56374,56374,175239940,5504593
78211,8600000US78211,78211,26619935,57231
75205,8600000US75205,75205,11269463,6592
91361,8600000US91361,91361,86723014,1755690
92256,8600000US92256,92256,202433812,0
91020,8600000US91020,91020,1947729,0
94592,8600000US94592,94592,10953977,15508
48162,8600000US48162,48162,147498465,4417760
08202,8600000US08202,8202,16433666,10956003
48843,8600000US48843,48843,233188406,7187649
48642,8600000US48642,48642,296009613,1580447
56343,8600000US56343,56343,178766898,15584164
56132,8600000US56132,56132,154313425,9294541
60102,8600000US60102,60102,37423319,1089816
60184,8600000US60184,60184,21037093,741273
62946,8600000US62946,62946,360078099,6538991
92397,8600000US92397,92397,26788305,8669
80207,8600000US80207,80207,11827149,0
80648,8600000US80648,80648,398344517,82433
46055,8600000US46055,46055,67167103,1494532
46157,8600000US46157,46157,82582400,347385
65336,8600000US65336,65336,301629379,1610117
47987,8600000US47987,47987,320048800,105159
50629,8600000US50629,50629,204516580,696084
07960,8600000US07960,7960,90684444,913772
60929,8600000US60929,60929,101715456,0
60805,8600000US60805,60805,8826670,0
60437,8600000US60437,60437,49756367,6915
62434,8600000US62434,62434,69027481,111291
46012,8600000US46012,46012,83997335,715913
46072,8600000US46072,46072,291875302,0
56180,8600000US56180,56180,298693049,463319
56232,8600000US56232,56232,377767477,7716842
89005,8600000US89005,89005,318007530,41996304
70512,8600000US70512,70512,245726202,2068748
68753,8600000US68753,68753,380650730,636404
88135,8600000US88135,88135,439032585,1451430
46723,8600000US46723,46723,161668288,1229177
20603,8600000US20603,20603,44241036,219356
21774,8600000US21774,21774,37289767,668032
48342,8600000US48342,48342,14846315,136509
56307,8600000US56307,56307,277767860,4699731
77051,8600000US77051,77051,18943957,91380
78944,8600000US78944,78944,41336789,351593
79701,8600000US79701,79701,30792659,0
70390,8600000US70390,70390,417488376,1015788
04747,8600000US04747,4747,421843025,23779889
71237,8600000US71237,71237,167805276,173304
70777,8600000US70777,70777,162498108,399466
12017,8600000US12017,12017,51690614,105154
12592,8600000US12592,12592,48534491,598767
77590,8600000US77590,77590,45702264,3138357
27915,8600000US27915,27915,20407828,12644608
15238,8600000US15238,15238,42379092,2073306
17569,8600000US17569,17569,42366391,291036
62522,8600000US62522,62522,65638692,651218
20735,8600000US20735,20735,67182703,283246
38941,8600000US38941,38941,245849095,2611157
01355,8600000US01355,1355,122669026,35753901
49459,8600000US49459,49459,196547126,3386954
53541,8600000US53541,53541,160349382,0
36376,8600000US36376,36376,58493198,172186
36617,8600000US36617,36617,12294214,44755
99824,8600000US99824,99824,4472894,1034897
99558,8600000US99558,99558,18352278,430527
99929,8600000US99929,99929,5635963110,637274792
99721,8600000US99721,99721,12522569,139518
61930,8600000US61930,61930,80789142,0
60468,8600000US60468,60468,187164920,175442
61526,8600000US61526,61526,82677287,21098
47224,8600000US47224,47224,58262092,294683
01505,8600000US01505,1505,41586643,9557758
59025,8600000US59025,59025,1174360516,8884429
95361,8600000US95361,95361,599935841,9603647
07882,8600000US07882,7882,82183709,358291
36036,8600000US36036,36036,270648016,653362
40939,8600000US40939,40939,16976565,144746
42462,8600000US42462,42462,114428257,2049287
40743,8600000US40743,40743,3156050,26356
41274,8600000US41274,41274,9563570,2544
42565,8600000US42565,42565,69445753,76188
02359,8600000US02359,2359,56398342,4602359
01473,8600000US01473,1473,91788817,4700075
02660,8600000US02660,2660,19969417,1370030
01612,8600000US01612,1612,39662272,1981211
79922,8600000US79922,79922,16934354,166135
93267,8600000US93267,93267,194698060,33920
11964,8600000US11964,11964,24282873,27034233
93631,8600000US93631,93631,207801312,806277
95426,8600000US95426,95426,52527185,35871
20759,8600000US20759,20759,16425661,711710
21522,8600000US21522,21522,6685947,0
21650,8600000US21650,21650,28676905,135772
27305,8600000US27305,27305,69467240,853206
64138,8600000US64138,64138,34702533,20488
05050,8600000US05050,5050,1117878,0
58017,8600000US58017,58017,497203685,833080
23356,8600000US23356,23356,9202654,31798201
22101,8600000US22101,22101,35324998,109112
98342,8600000US98342,98342,6213570,2121971
33417,8600000US33417,33417,17385053,308502
15624,8600000US15624,15624,1609123,0
16136,8600000US16136,16136,1909516,91074
27013,8600000US27013,27013,195320520,303038
16401,8600000US16401,16401,147670072,992100
28692,8600000US28692,28692,99610368,79928
24602,8600000US24602,24602,128702452,2469
34987,8600000US34987,34987,265070549,63380
32953,8600000US32953,32953,83547956,39048155
33965,8600000US33965,33965,3901148,52482
32407,8600000US32407,32407,35944907,10459565
32207,8600000US32207,32207,29862198,12091657
32631,8600000US32631,32631,4819526,440014
66605,8600000US66605,66605,25842390,651814
66439,8600000US66439,66439,226601380,1479511
67525,8600000US67525,67525,357539423,1591717
67743,8600000US67743,67743,273018125,0
40510,8600000US40510,40510,55523803,420530
25502,8600000US25502,25502,55996222,581232
73759,8600000US73759,73759,984261710,1150963
35118,8600000US35118,35118,96279041,969529
26808,8600000US26808,26808,51462387,295848
17036,8600000US17036,17036,70627925,831746
33331,8600000US33331,33331,32120895,1127015
27563,8600000US27563,27563,183424144,519396
28278,8600000US28278,28278,73768171,9712893
93063,8600000US93063,93063,85371999,373939
06385,8600000US06385,6385,64608307,5528111
06854,8600000US06854,6854,12634376,6419519
54977,8600000US54977,54977,99499946,1560760
21161,8600000US21161,21161,125375146,457650
68421,8600000US68421,68421,117970116,1624428
56120,8600000US56120,56120,257667936,3489254
15668,8600000US15668,15668,61025606,17004
17964,8600000US17964,17964,59322561,11518
37863,8600000US37863,37863,47594316,0
26167,8600000US26167,26167,46715138,356164
25268,8600000US25268,25268,102473739,58912
57048,8600000US57048,57048,330815377,1062264
95978,8600000US95978,95978,16390481,0
03768,8600000US03768,3768,139393296,3121060
02657,8600000US02657,2657,25046218,12765873
92530,8600000US92530,92530,139566919,14352432
17057,8600000US17057,17057,83662824,17453506
29469,8600000US29469,29469,56895195,52241589
29923,8600000US29923,29923,34613868,0
54412,8600000US54412,54412,187343321,6097490
37187,8600000US37187,37187,186284620,214229
38362,8600000US38362,38362,21582844,0
78261,8600000US78261,78261,77351280,91217
15237,8600000US15237,15237,62734772,161754
15320,8600000US15320,15320,100571563,858199
43766,8600000US43766,43766,96534572,719859
16233,8600000US16233,16233,104766739,542609
01585,8600000US01585,1585,66167925,1669172
54511,8600000US54511,54511,720735910,10577775
54805,8600000US54805,54805,86373663,809222
06262,8600000US06262,6262,2461954,82282
05262,8600000US05262,5262,197254208,187980
05468,8600000US05468,5468,165439075,3915393
26404,8600000US26404,26404,8814564,6372
25143,8600000US25143,25143,22706838,1827655
76049,8600000US76049,76049,261600277,18010829
78151,8600000US78151,78151,270565014,1165705
92307,8600000US92307,92307,440513501,10103
25154,8600000US25154,25154,48021020,116517
57469,8600000US57469,57469,754181617,8811633
57785,8600000US57785,57785,1544617460,5239729
57225,8600000US57225,57225,723284883,6424936
12522,8600000US12522,12522,96811626,1148141
29684,8600000US29684,29684,145502932,11295967
29726,8600000US29726,29726,104318846,397859
57369,8600000US57369,57369,1148518234,66167325
05663,8600000US05663,5663,141985676,450002
05825,8600000US05825,5825,6586438,69904
25047,8600000US25047,25047,19726220,168815
25817,8600000US25817,25817,29142724,126614
73058,8600000US73058,73058,106614401,758341
73857,8600000US73857,73857,163559234,16033
30507,8600000US30507,30507,184007619,770357
38108,8600000US38108,38108,18145227,1514256
76036,8600000US76036,76036,119121559,169101
23230,8600000US23230,23230,10799220,68803
38476,8600000US38476,38476,108010963,0
38128,8600000US38128,38128,61214851,1094902
79243,8600000US79243,79243,137155988,148976
76238,8600000US76238,76238,68595605,64913
