transactionid,num_items_purchase,total_price,date,store,category,price per item
6111,4,36.56,2019.04.25,ColoradoBlvd,snack,9.14
6111,4,38.19,2019.04.25,ColoradoBlvd,dairy,9.5475
6111,6,74.68,2019.04.25,ColoradoBlvd,beer,12.44666667
6112,10,16.06,2019.04.08,HighlandsRanch,produce,1.606
6112,4,55.08,2019.04.08,HighlandsRanch,meat,13.77
6113,1,14.08,2019.01.29,UnionStation,household,14.08
6113,1,18.71,2019.01.29,UnionStation,meat,18.71
6113,1,3.09,2019.01.29,UnionStation,freezer,3.09
6113,1,7.52,2019.01.29,UnionStation,produce,7.52
6114,4,37.88,2019.02.02,GovernorsRanch,beer,9.47
6114,3,4.77,2019.02.02,GovernorsRanch,household,1.59
6114,5,14.91,2019.02.02,GovernorsRanch,softdrinks,2.982
6114,5,35.51,2019.02.02,GovernorsRanch,deli,7.102
6115,2,4.69,2019.04.15,Tamarac,snack,2.345
6115,3,30.12,2019.04.15,Tamarac,meat,10.04
6116,1,42.65,2019.02.20,UnionStation,beer,42.65
6116,1,36.68,2019.02.20,UnionStation,meat,36.68
6117,16,42.82,2019.04.23,HighlandsRanch,softdrinks,2.67625
6118,4,13.62,2019.07.04,ColoradoBlvd,bakery,3.405
6118,12,131.04,2019.07.04,ColoradoBlvd,meat,10.92
6118,4,1.29,2019.07.04,ColoradoBlvd,softdrinks,0.3225
6118,3,12.01,2019.07.04,ColoradoBlvd,deli,4.003333333
6118,2,10.17,2019.07.04,ColoradoBlvd,household,5.085
6119,7,7.41,2019.08.01,SouthGlenn,freezer,1.058571429
6120,1,2.96,2019.11.26,UnionStation,household,2.96
6120,1,10.55,2019.11.26,UnionStation,freezer,10.55
6120,1,25.72,2019.11.26,UnionStation,meat,25.72
6120,2,6.18,2019.11.26,UnionStation,produce,3.09
6121,9,68.19,2019.02.25,SouthGlenn,beer,7.576666667
6122,6,23.89,2019.02.05,GovernorsRanch,bakery,3.981666667
6122,2,7.63,2019.02.05,GovernorsRanch,deli,3.815
6123,4,9.1,2019.11.03,GovernorsRanch,dairy,2.275
6124,3,2.23,2019.07.17,Tamarac,freezer,0.743333333
6124,2,1.9,2019.07.17,Tamarac,snack,0.95
6125,2,11.85,2019.03.16,CherryCreek,bakery,5.925
6125,2,3.59,2019.03.16,CherryCreek,produce,1.795
6125,1,7.05,2019.03.16,CherryCreek,dairy,7.05
6125,1,8.35,2019.03.16,CherryCreek,household,8.35
6126,4,5.66,2019.07.09,GovernorsRanch,bakery,1.415
6127,5,49.5,2019.09.14,GovernorsRanch,dairy,9.9
6128,3,26.43,2019.09.28,WashingtonPark,dairy,8.81
6129,1,3.72,2019.05.12,GovernorsRanch,household,3.72
6129,6,13.69,2019.05.12,GovernorsRanch,dairy,2.281666667
6130,1,19.43,2019.03.05,UnionStation,softdrinks,19.43
6130,1,13.21,2019.03.05,UnionStation,dairy,13.21
6130,1,25.95,2019.03.05,UnionStation,deli,25.95
6130,1,6.95,2019.03.05,UnionStation,freezer,6.95
6131,5,30.58,2019.02.17,GovernorsRanch,bakery,6.116
6132,3,39.74,2019.09.16,WashingtonPark,bakery,13.24666667
6132,2,0.06,2019.09.16,WashingtonPark,produce,0.03
6132,6,38.92,2019.09.16,WashingtonPark,meat,6.486666667
6132,2,7.7,2019.09.16,WashingtonPark,household,3.85
6133,1,2.65,2019.12.25,SouthGlenn,household,2.65
6133,9,6.61,2019.12.25,SouthGlenn,snack,0.734444444
6133,6,60.82,2019.12.25,SouthGlenn,meat,10.13666667
6134,6,6.15,2019.02.04,SouthGlenn,produce,1.025
6135,4,13.49,2019.01.29,CastleRock,snack,3.3725
6135,9,90.34,2019.01.29,CastleRock,beer,10.03777778
6135,4,11.3,2019.01.29,CastleRock,produce,2.825
6136,1,4.26,2019.12.06,UnionStation,freezer,4.26
6136,1,22.86,2019.12.06,UnionStation,bakery,22.86
6137,6,58.64,2019.01.25,GovernorsRanch,freezer,9.773333333
6137,7,66.9,2019.01.25,GovernorsRanch,bakery,9.557142857
6137,5,1.86,2019.01.25,GovernorsRanch,produce,0.372
6137,1,6.65,2019.01.25,GovernorsRanch,household,6.65
6138,7,3.9,2019.07.08,ColoradoBlvd,freezer,0.557142857
6139,1,5.59,2019.10.20,UnionStation,snack,5.59
6139,1,22.33,2019.10.20,UnionStation,freezer,22.33
6139,1,9,2019.10.20,UnionStation,bakery,9
6139,1,10.61,2019.10.20,UnionStation,softdrinks,10.61
6140,2,23.06,2019.05.22,CherryCreek,deli,11.53
6140,1,0.15,2019.05.22,CherryCreek,household,0.15
6141,4,81.8,2019.01.16,WashingtonPark,beer,20.45
6142,10,41.79,2019.07.04,CastleRock,snack,4.179
6142,21,75.11,2019.07.04,CastleRock,beer,3.576666667
6143,14,146.51,2019.03.30,HighlandsRanch,beer,10.465
6143,4,38.15,2019.03.30,HighlandsRanch,dairy,9.5375
6144,2,39.02,2019.08.27,CherryCreek,snack,19.51
6144,1,9.57,2019.08.27,CherryCreek,household,9.57
6144,3,28.94,2019.08.27,CherryCreek,freezer,9.646666667
6145,4,15.41,2019.03.08,Tamarac,dairy,3.8525
6146,9,12.59,2019.08.02,ColoradoBlvd,meat,1.398888889
6147,1,4.73,2019.02.26,UnionStation,dairy,4.73
6147,1,26.62,2019.02.26,UnionStation,freezer,26.62
6148,1,5.73,2019.03.07,CherryCreek,meat,5.73
6149,2,23.05,2019.07.10,CherryCreek,bakery,11.525
6149,6,16.23,2019.07.10,CherryCreek,beer,2.705
6149,4,54.27,2019.07.10,CherryCreek,meat,13.5675
6149,3,28.69,2019.07.10,CherryCreek,freezer,9.563333333
6150,1,21.41,2019.07.02,UnionStation,bakery,21.41
6150,1,4.93,2019.07.02,UnionStation,deli,4.93
6150,1,2.45,2019.07.02,UnionStation,produce,2.45
6151,6,24.22,2019.02.12,ColoradoBlvd,freezer,4.036666667
6151,6,26.46,2019.02.12,ColoradoBlvd,bakery,4.41
6152,6,15.16,2019.03.01,HighlandsRanch,bakery,2.526666667
6152,6,21.5,2019.03.01,HighlandsRanch,beer,3.583333333
6152,2,14.91,2019.03.01,HighlandsRanch,household,7.455
6153,6,25.91,2019.07.17,Tamarac,produce,4.318333333
6154,4,15.16,2019.09.09,SouthGlenn,household,3.79
6154,10,5.36,2019.09.09,SouthGlenn,dairy,0.536
6154,10,25.49,2019.09.09,SouthGlenn,deli,2.549
6154,22,56.59,2019.09.09,SouthGlenn,beer,2.572272727
6154,7,35.98,2019.09.09,SouthGlenn,softdrinks,5.14
6154,7,25.44,2019.09.09,SouthGlenn,snack,3.634285714
6155,10,95.7,2019.07.08,WashingtonPark,beer,9.57
6155,1,0.29,2019.07.08,WashingtonPark,produce,0.29
6155,4,41.98,2019.07.08,WashingtonPark,bakery,10.495
6156,3,0.3,2019.02.11,SouthGlenn,snack,0.1
6157,1,14.9,2019.06.17,CherryCreek,dairy,14.9
6157,2,15.59,2019.06.17,CherryCreek,freezer,7.795
6157,3,14.78,2019.06.17,CherryCreek,produce,4.926666667
6157,1,1.68,2019.06.17,CherryCreek,household,1.68
6157,2,38.63,2019.06.17,CherryCreek,softdrinks,19.315
6158,1,16.74,2019.05.04,CherryCreek,meat,16.74
6158,1,6.57,2019.05.04,CherryCreek,beer,6.57
6158,2,2.62,2019.05.04,CherryCreek,bakery,1.31
6158,2,9.46,2019.05.04,CherryCreek,produce,4.73
6159,3,4.61,2019.11.04,ColoradoBlvd,bakery,1.536666667
6159,4,13.08,2019.11.04,ColoradoBlvd,meat,3.27
6160,8,81.71,2019.09.29,HighlandsRanch,freezer,10.21375
6160,12,57.06,2019.09.29,HighlandsRanch,snack,4.755
6160,22,386.29,2019.09.29,HighlandsRanch,meat,17.55863636
6160,6,44.46,2019.09.29,HighlandsRanch,softdrinks,7.41
6161,2,57.14,2019.04.22,WashingtonPark,meat,28.57
6161,4,12.13,2019.04.22,WashingtonPark,produce,3.0325
6161,4,17.62,2019.04.22,WashingtonPark,deli,4.405
6161,2,18.33,2019.04.22,WashingtonPark,freezer,9.165
6161,3,1.1,2019.04.22,WashingtonPark,softdrinks,0.366666667
6162,10,13.02,2019.06.23,CastleRock,softdrinks,1.302
6162,4,25.45,2019.06.23,CastleRock,snack,6.3625
6162,6,28.56,2019.06.23,CastleRock,bakery,4.76
6162,7,47.36,2019.06.23,CastleRock,freezer,6.765714286
6163,4,28.28,2019.01.10,ColoradoBlvd,household,7.07
6163,8,1.76,2019.01.10,ColoradoBlvd,beer,0.22
6164,4,19.16,2019.12.05,CastleRock,bakery,4.79
6164,4,10.13,2019.12.05,CastleRock,snack,2.5325
6165,3,4.39,2019.10.29,ColoradoBlvd,softdrinks,1.463333333
6165,5,12.89,2019.10.29,ColoradoBlvd,deli,2.578
6166,8,110.27,2019.01.04,ColoradoBlvd,beer,13.78375
6166,3,5.57,2019.01.04,ColoradoBlvd,deli,1.856666667
6167,18,28.27,2019.09.17,HighlandsRanch,meat,1.570555556
6167,6,37.67,2019.09.17,HighlandsRanch,dairy,6.278333333
6168,8,50.24,2019.09.02,HighlandsRanch,softdrinks,6.28
6168,8,9.37,2019.09.02,HighlandsRanch,deli,1.17125
6168,10,55.95,2019.09.02,HighlandsRanch,produce,5.595
6168,30,529.46,2019.09.02,HighlandsRanch,beer,17.64866667
6168,6,47.18,2019.09.02,HighlandsRanch,freezer,7.863333333
6168,14,73.03,2019.09.02,HighlandsRanch,bakery,5.216428571
6169,7,4.71,2019.02.05,CastleRock,snack,0.672857143
6169,6,4.17,2019.02.05,CastleRock,produce,0.695
6170,8,57.51,2019.07.10,ColoradoBlvd,softdrinks,7.18875
6170,4,35.07,2019.07.10,ColoradoBlvd,bakery,8.7675
6170,4,8.69,2019.07.10,ColoradoBlvd,household,2.1725
6170,14,182.08,2019.07.10,ColoradoBlvd,beer,13.00571429
6170,3,2.97,2019.07.10,ColoradoBlvd,produce,0.99
6170,4,17.39,2019.07.10,ColoradoBlvd,deli,4.3475
6171,4,12.25,2019.03.16,WashingtonPark,freezer,3.0625
6171,5,52.75,2019.03.16,WashingtonPark,deli,10.55
6171,4,49.75,2019.03.16,WashingtonPark,softdrinks,12.4375
6171,1,2.8,2019.03.16,WashingtonPark,produce,2.8
6171,1,0.36,2019.03.16,WashingtonPark,household,0.36
6172,3,37.27,2019.10.12,GovernorsRanch,beer,12.42333333
6172,4,18.34,2019.10.12,GovernorsRanch,deli,4.585
6173,4,77.5,2019.03.28,WashingtonPark,beer,19.375
6173,1,16.73,2019.03.28,WashingtonPark,meat,16.73
6173,2,7.26,2019.03.28,WashingtonPark,snack,3.63
6174,10,161.66,2019.02.15,HighlandsRanch,beer,16.166
6174,12,92.09,2019.02.15,HighlandsRanch,bakery,7.674166667
6175,12,79.33,2019.01.19,HighlandsRanch,softdrinks,6.610833333
6175,12,20.73,2019.01.19,HighlandsRanch,freezer,1.7275
6175,6,107.84,2019.01.19,HighlandsRanch,meat,17.97333333
6175,8,71.46,2019.01.19,HighlandsRanch,deli,8.9325
6176,3,45.26,2019.11.26,CherryCreek,deli,15.08666667
6176,2,14.42,2019.11.26,CherryCreek,bakery,7.21
6176,3,12.79,2019.11.26,CherryCreek,softdrinks,4.263333333
6177,3,28.22,2019.04.05,GovernorsRanch,dairy,9.406666667
6178,1,7.03,2019.12.25,CherryCreek,snack,7.03
6178,1,14.35,2019.12.25,CherryCreek,household,14.35
6179,1,1.81,2019.08.12,UnionStation,produce,1.81
6179,1,1.51,2019.08.12,UnionStation,freezer,1.51
6179,4,30.99,2019.08.12,UnionStation,beer,7.7475
6180,1,35.97,2019.02.08,UnionStation,beer,35.97
6180,2,24.02,2019.02.08,UnionStation,bakery,12.01
6180,1,0.7,2019.02.08,UnionStation,dairy,0.7
6181,14,74.81,2019.07.22,ColoradoBlvd,beer,5.343571429
6181,7,122.28,2019.07.22,ColoradoBlvd,meat,17.46857143
6181,3,0.53,2019.07.22,ColoradoBlvd,bakery,0.176666667
6182,7,34.75,2019.03.30,SouthGlenn,bakery,4.964285714
6182,6,29.78,2019.03.30,SouthGlenn,softdrinks,4.963333333
6182,6,25,2019.03.30,SouthGlenn,deli,4.166666667
6182,4,15.77,2019.03.30,SouthGlenn,snack,3.9425
6182,3,10.1,2019.03.30,SouthGlenn,freezer,3.366666667
6183,6,11.82,2019.06.24,CastleRock,softdrinks,1.97
6183,10,65.1,2019.06.24,CastleRock,deli,6.51
6183,21,42.84,2019.06.24,CastleRock,beer,2.04
6184,5,21.93,2019.12.17,Tamarac,produce,4.386
6184,5,32.76,2019.12.17,Tamarac,deli,6.552
6185,7,28.19,2019.02.24,GovernorsRanch,beer,4.027142857
6186,2,5.44,2019.02.21,HighlandsRanch,household,2.72
6186,2,2.56,2019.02.21,HighlandsRanch,freezer,1.28
6186,4,2.14,2019.02.21,HighlandsRanch,produce,0.535
6186,8,90.16,2019.02.21,HighlandsRanch,softdrinks,11.27
6187,1,6.16,2019.10.07,UnionStation,softdrinks,6.16
6188,5,40.87,2019.12.24,ColoradoBlvd,softdrinks,8.174
6188,4,0.27,2019.12.24,ColoradoBlvd,dairy,0.0675
6188,8,69.73,2019.12.24,ColoradoBlvd,snack,8.71625
6189,3,7.21,2019.12.08,Tamarac,deli,2.403333333
6189,3,57.89,2019.12.08,Tamarac,meat,19.29666667
6189,4,29.77,2019.12.08,Tamarac,beer,7.4425
6190,1,15.81,2019.10.17,CherryCreek,household,15.81
6190,4,64.35,2019.10.17,CherryCreek,bakery,16.0875
6191,5,49.7,2019.05.27,ColoradoBlvd,dairy,9.94
6191,3,13.07,2019.05.27,ColoradoBlvd,produce,4.356666667
6191,9,50.8,2019.05.27,ColoradoBlvd,freezer,5.644444444
6192,4,18.37,2019.02.15,CherryCreek,bakery,4.5925
6192,1,4.87,2019.02.15,CherryCreek,produce,4.87
6192,4,72.76,2019.02.15,CherryCreek,freezer,18.19
6193,28,354.31,2019.07.10,HighlandsRanch,beer,12.65392857
6193,10,22.63,2019.07.10,HighlandsRanch,freezer,2.263
6193,8,52.65,2019.07.10,HighlandsRanch,deli,6.58125
6194,6,14.97,2019.12.04,HighlandsRanch,produce,2.495
6194,14,25.96,2019.12.04,HighlandsRanch,freezer,1.854285714
6195,4,1.32,2019.03.24,SouthGlenn,snack,0.33
6195,7,8.83,2019.03.24,SouthGlenn,bakery,1.261428571
6195,6,19.36,2019.03.24,SouthGlenn,freezer,3.226666667
6195,7,10.98,2019.03.24,SouthGlenn,produce,1.568571429
6196,6,20.72,2019.01.02,Tamarac,deli,3.453333333
6196,5,28.05,2019.01.02,Tamarac,bakery,5.61
6196,4,9.55,2019.01.02,Tamarac,produce,2.3875
6197,5,33.03,2019.04.13,GovernorsRanch,freezer,6.606
6198,1,7.79,2019.08.17,Tamarac,household,7.79
6198,7,43.63,2019.08.17,Tamarac,softdrinks,6.232857143
6198,4,10.52,2019.08.17,Tamarac,dairy,2.63
6199,5,21.09,2019.12.31,Tamarac,beer,4.218
6200,5,2.24,2019.09.21,ColoradoBlvd,freezer,0.448
6201,4,24.08,2019.01.02,Tamarac,beer,6.02
6201,8,61.37,2019.01.02,Tamarac,bakery,7.67125
6201,6,47.84,2019.01.02,Tamarac,snack,7.973333333
6201,1,2.81,2019.01.02,Tamarac,household,2.81
6201,4,14.61,2019.01.02,Tamarac,freezer,3.6525
6202,6,227.81,2019.08.01,CherryCreek,meat,37.96833333
6203,7,26.18,2019.08.24,GovernorsRanch,bakery,3.74
6203,3,18.73,2019.08.24,GovernorsRanch,deli,6.243333333
6204,9,27.55,2019.01.06,SouthGlenn,deli,3.061111111
6204,7,40.49,2019.01.06,SouthGlenn,dairy,5.784285714
6204,6,11.4,2019.01.06,SouthGlenn,produce,1.9
6205,1,31.39,2019.10.19,UnionStation,beer,31.39
6206,1,4.13,2019.02.04,UnionStation,produce,4.13
6206,1,5.21,2019.02.04,UnionStation,snack,5.21
6206,1,5.08,2019.02.04,UnionStation,beer,5.08
6206,2,26.4,2019.02.04,UnionStation,freezer,13.2
6207,7,42.11,2019.11.24,CastleRock,deli,6.015714286
6208,1,9.37,2019.03.22,UnionStation,dairy,9.37
6209,14,145.04,2019.09.08,GovernorsRanch,beer,10.36
6209,1,4.46,2019.09.08,GovernorsRanch,household,4.46
6209,4,14.93,2019.09.08,GovernorsRanch,dairy,3.7325
6209,4,9.56,2019.09.08,GovernorsRanch,produce,2.39
6210,3,4.2,2019.06.20,ColoradoBlvd,household,1.4
6211,10,80.01,2019.07.04,ColoradoBlvd,meat,8.001
6211,3,25.02,2019.07.04,ColoradoBlvd,bakery,8.34
6212,9,26.01,2019.11.28,CastleRock,dairy,2.89
6213,4,23.39,2019.01.05,CastleRock,dairy,5.8475
6214,9,12.23,2019.04.10,CastleRock,softdrinks,1.358888889
6214,6,22.09,2019.04.10,CastleRock,deli,3.681666667
6215,4,21.35,2019.09.01,WashingtonPark,dairy,5.3375
6216,4,6.53,2019.07.05,ColoradoBlvd,snack,1.6325
6216,4,10.32,2019.07.05,ColoradoBlvd,dairy,2.58
6216,11,206.88,2019.07.05,ColoradoBlvd,meat,18.80727273
6217,1,18.13,2019.05.15,UnionStation,dairy,18.13
6217,1,3.52,2019.05.15,UnionStation,produce,3.52
6217,2,25.88,2019.05.15,UnionStation,beer,12.94
6218,2,19.74,2019.05.07,WashingtonPark,household,9.87
6218,3,20.86,2019.05.07,WashingtonPark,dairy,6.953333333
6218,4,43.6,2019.05.07,WashingtonPark,bakery,10.9
6218,1,12.38,2019.05.07,WashingtonPark,meat,12.38
6219,7,34.7,2019.11.06,SouthGlenn,deli,4.957142857
6219,7,29.83,2019.11.06,SouthGlenn,bakery,4.261428571
6219,6,11.41,2019.11.06,SouthGlenn,freezer,1.901666667
6219,7,4.73,2019.11.06,SouthGlenn,snack,0.675714286
6220,2,3.36,2019.02.02,CherryCreek,produce,1.68
6220,2,17.5,2019.02.02,CherryCreek,beer,8.75
6220,1,3.29,2019.02.02,CherryCreek,household,3.29
6220,3,15.69,2019.02.02,CherryCreek,snack,5.23
6220,2,29.16,2019.02.02,CherryCreek,deli,14.58
6221,4,25.1,2019.01.23,HighlandsRanch,softdrinks,6.275
6222,6,85.95,2019.08.31,WashingtonPark,meat,14.325
6222,4,54.87,2019.08.31,WashingtonPark,softdrinks,13.7175
6223,4,21.66,2019.11.30,Tamarac,household,5.415
6223,3,6.06,2019.11.30,Tamarac,produce,2.02
6224,2,16.57,2019.06.04,CherryCreek,bakery,8.285
6224,1,11.1,2019.06.04,CherryCreek,household,11.1
6224,6,122.07,2019.06.04,CherryCreek,beer,20.345
6224,2,13.09,2019.06.04,CherryCreek,produce,6.545
6225,4,8.27,2019.04.24,HighlandsRanch,household,2.0675
6225,8,74.9,2019.04.24,HighlandsRanch,bakery,9.3625
6225,8,24.14,2019.04.24,HighlandsRanch,produce,3.0175
6226,3,9.93,2019.09.11,Tamarac,produce,3.31
6227,7,38.27,2019.05.28,CastleRock,bakery,5.467142857
6228,7,1.46,2019.06.30,CastleRock,produce,0.208571429
6228,6,34.58,2019.06.30,CastleRock,softdrinks,5.763333333
6228,9,8.19,2019.06.30,CastleRock,deli,0.91
6228,3,3.6,2019.06.30,CastleRock,household,1.2
6229,3,9.2,2019.02.05,SouthGlenn,household,3.066666667
6229,10,25.75,2019.02.05,SouthGlenn,softdrinks,2.575
6229,4,13.85,2019.02.05,SouthGlenn,produce,3.4625
6230,6,6.36,2019.02.24,CastleRock,dairy,1.06
6230,4,12.74,2019.02.24,CastleRock,freezer,3.185
6230,4,17.23,2019.02.24,CastleRock,snack,4.3075
6231,5,20.18,2019.04.06,ColoradoBlvd,freezer,4.036
6232,7,36.7,2019.10.29,SouthGlenn,meat,5.242857143
6232,3,4.92,2019.10.29,SouthGlenn,deli,1.64
6232,7,64.1,2019.10.29,SouthGlenn,beer,9.157142857
6232,3,11.01,2019.10.29,SouthGlenn,softdrinks,3.67
6232,7,19.1,2019.10.29,SouthGlenn,bakery,2.728571429
6233,7,2.13,2019.02.06,Tamarac,softdrinks,0.304285714
6233,3,55.4,2019.02.06,Tamarac,meat,18.46666667
6233,4,36.64,2019.02.06,Tamarac,bakery,9.16
6233,8,62.32,2019.02.06,Tamarac,beer,7.79
6234,3,1.41,2019.10.19,Tamarac,household,0.47
6234,7,2.08,2019.10.19,Tamarac,deli,0.297142857
6234,2,33.69,2019.10.19,Tamarac,meat,16.845
6234,8,9.48,2019.10.19,Tamarac,beer,1.185
6235,2,9.37,2019.03.31,ColoradoBlvd,household,4.685
6236,3,5.54,2019.10.08,SouthGlenn,household,1.846666667
6236,7,31.79,2019.10.08,SouthGlenn,snack,4.541428571
6236,6,21.89,2019.10.08,SouthGlenn,freezer,3.648333333
6237,4,17.8,2019.09.16,ColoradoBlvd,softdrinks,4.45
6237,3,19.76,2019.09.16,ColoradoBlvd,deli,6.586666667
6237,14,118,2019.09.16,ColoradoBlvd,beer,8.428571429
6237,6,42.07,2019.09.16,ColoradoBlvd,bakery,7.011666667
6237,3,8.75,2019.09.16,ColoradoBlvd,household,2.916666667
6238,2,25.96,2019.06.29,WashingtonPark,snack,12.98
6238,5,25.04,2019.06.29,WashingtonPark,dairy,5.008
6238,2,0.01,2019.06.29,WashingtonPark,freezer,0.005
6238,11,210.72,2019.06.29,WashingtonPark,beer,19.15636364
6239,1,16.97,2019.02.16,UnionStation,softdrinks,16.97
6239,1,12.42,2019.02.16,UnionStation,bakery,12.42
6240,1,14.07,2019.06.10,CherryCreek,snack,14.07
6240,2,18.8,2019.06.10,CherryCreek,deli,9.4
6240,3,6.62,2019.06.10,CherryCreek,produce,2.206666667
6241,10,93.54,2019.03.24,HighlandsRanch,snack,9.354
6241,8,11.69,2019.03.24,HighlandsRanch,beer,1.46125
6242,4,23.13,2019.01.07,ColoradoBlvd,deli,5.7825
6242,7,5.63,2019.01.07,ColoradoBlvd,bakery,0.804285714
6243,5,11.45,2019.10.12,Tamarac,dairy,2.29
6244,1,14.96,2019.10.21,UnionStation,bakery,14.96
6245,6,27.9,2019.04.03,GovernorsRanch,snack,4.65
6245,1,5.93,2019.04.03,GovernorsRanch,household,5.93
6245,3,32.07,2019.04.03,GovernorsRanch,meat,10.69
6245,5,41.98,2019.04.03,GovernorsRanch,deli,8.396
6246,1,6.13,2019.10.23,GovernorsRanch,household,6.13
6246,6,17.19,2019.10.23,GovernorsRanch,bakery,2.865
6246,3,17.59,2019.10.23,GovernorsRanch,freezer,5.863333333
6246,2,11.95,2019.10.23,GovernorsRanch,softdrinks,5.975
6247,4,72.53,2019.11.10,CherryCreek,bakery,18.1325
6247,2,34.26,2019.11.10,CherryCreek,snack,17.13
6247,2,18.56,2019.11.10,CherryCreek,produce,9.28
6248,10,6.16,2019.04.29,CastleRock,beer,0.616
6249,20,197.64,2019.06.14,HighlandsRanch,bakery,9.882
6249,6,69.5,2019.06.14,HighlandsRanch,freezer,11.58333333
6249,12,98.26,2019.06.14,HighlandsRanch,dairy,8.188333333
6249,6,51.43,2019.06.14,HighlandsRanch,household,8.571666667
6250,3,43.12,2019.10.16,WashingtonPark,snack,14.37333333
6251,8,12.46,2019.12.05,HighlandsRanch,softdrinks,1.5575
6251,4,38.79,2019.12.05,HighlandsRanch,meat,9.6975
6251,10,51.69,2019.12.05,HighlandsRanch,freezer,5.169
6251,6,104.19,2019.12.05,HighlandsRanch,beer,17.365
6252,2,10.77,2019.09.02,Tamarac,household,5.385
6252,2,10.17,2019.09.02,Tamarac,dairy,5.085
6252,7,57.85,2019.09.02,Tamarac,bakery,8.264285714
6252,6,45.12,2019.09.02,Tamarac,softdrinks,7.52
6253,6,19.2,2019.01.17,HighlandsRanch,bakery,3.2
6254,10,20.38,2019.01.21,SouthGlenn,produce,2.038
6254,6,2.59,2019.01.21,SouthGlenn,beer,0.431666667
6254,4,0.83,2019.01.21,SouthGlenn,snack,0.2075
6254,3,6.67,2019.01.21,SouthGlenn,household,2.223333333
6255,1,14.65,2019.11.20,UnionStation,dairy,14.65
6256,1,0.94,2019.02.06,ColoradoBlvd,household,0.94
6256,4,18.42,2019.02.06,ColoradoBlvd,dairy,4.605
6256,4,12.45,2019.02.06,ColoradoBlvd,deli,3.1125
6256,5,23.57,2019.02.06,ColoradoBlvd,freezer,4.714
6257,1,3.58,2019.11.26,UnionStation,freezer,3.58
6257,2,37.39,2019.11.26,UnionStation,beer,18.695
6257,1,22.51,2019.11.26,UnionStation,softdrinks,22.51
6257,1,2.8,2019.11.26,UnionStation,bakery,2.8
6257,2,32.74,2019.11.26,UnionStation,dairy,16.37
6258,1,4.32,2019.02.06,CherryCreek,household,4.32
6259,2,16.43,2019.12.24,ColoradoBlvd,dairy,8.215
6259,6,22.23,2019.12.24,ColoradoBlvd,produce,3.705
6260,4,23.95,2019.03.03,WashingtonPark,deli,5.9875
6261,1,8.05,2019.10.20,CherryCreek,snack,8.05
6262,1,19.57,2019.09.05,UnionStation,household,19.57
6262,2,35.32,2019.09.05,UnionStation,snack,17.66
6262,3,168.57,2019.09.05,UnionStation,meat,56.19
6263,4,15.59,2019.07.19,ColoradoBlvd,freezer,3.8975
6264,4,1.4,2019.10.11,Tamarac,snack,0.35
6264,5,70.73,2019.10.11,Tamarac,meat,14.146
6265,10,101.24,2019.01.10,HighlandsRanch,deli,10.124
6266,4,34.55,2019.02.16,SouthGlenn,meat,8.6375
6266,6,40.08,2019.02.16,SouthGlenn,bakery,6.68
6266,6,56.59,2019.02.16,SouthGlenn,beer,9.431666667
6267,2,28.89,2019.02.14,CherryCreek,softdrinks,14.445
6267,1,6.57,2019.02.14,CherryCreek,freezer,6.57
6268,1,9.13,2019.02.14,CherryCreek,household,9.13
6268,1,10.52,2019.02.14,CherryCreek,freezer,10.52
6268,2,3.11,2019.02.14,CherryCreek,dairy,1.555
6268,1,17.49,2019.02.14,CherryCreek,bakery,17.49
6268,4,30.86,2019.02.14,CherryCreek,beer,7.715
6268,2,10.45,2019.02.14,CherryCreek,produce,5.225
6269,6,5.81,2019.03.31,CastleRock,produce,0.968333333
6269,4,25.18,2019.03.31,CastleRock,freezer,6.295
6270,1,4.59,2019.10.01,CherryCreek,household,4.59
6271,6,19.09,2019.08.26,SouthGlenn,deli,3.181666667
6271,6,2,2019.08.26,SouthGlenn,snack,0.333333333
6271,22,149.29,2019.08.26,SouthGlenn,beer,6.785909091
6271,1,3.45,2019.08.26,SouthGlenn,household,3.45
6272,1,0.27,2019.03.18,UnionStation,snack,0.27
6272,1,21.99,2019.03.18,UnionStation,beer,21.99
6273,3,34.76,2019.02.10,WashingtonPark,snack,11.58666667
6273,2,42.1,2019.02.10,WashingtonPark,meat,21.05
6273,3,0.53,2019.02.10,WashingtonPark,produce,0.176666667
6274,1,2.77,2019.11.02,UnionStation,snack,2.77
6275,3,33.19,2019.06.28,WashingtonPark,freezer,11.06333333
6276,3,39.4,2019.01.16,WashingtonPark,softdrinks,13.13333333
6276,6,100.78,2019.01.16,WashingtonPark,beer,16.79666667
6276,2,42.67,2019.01.16,WashingtonPark,meat,21.335
6276,4,42.57,2019.01.16,WashingtonPark,freezer,10.6425
6277,5,32.08,2019.08.07,Tamarac,bakery,6.416
6278,4,34.84,2019.12.05,WashingtonPark,beer,8.71
6278,4,0.69,2019.12.05,WashingtonPark,dairy,0.1725
6278,4,3.01,2019.12.05,WashingtonPark,freezer,0.7525
6279,5,34.55,2019.06.09,GovernorsRanch,softdrinks,6.91
6280,6,12.72,2019.03.27,ColoradoBlvd,deli,2.12
6281,1,15.33,2019.10.25,CherryCreek,freezer,15.33
6282,1,14.66,2019.01.30,UnionStation,softdrinks,14.66
6283,9,40.15,2019.10.30,CastleRock,freezer,4.461111111
6284,7,9.02,2019.01.16,SouthGlenn,snack,1.288571429
6284,6,59.45,2019.01.16,SouthGlenn,meat,9.908333333
