chapter,i the,family,of
dashwood,had,long,been,settled,insussex
their,estate,was,large,and,their,residence,was,at,norland,park,in
the,foot,of,the,bed,with,her,head,leaning,against,one,of
its,posts,again,took,up,willoughby,s,letter,and,after,shuddering,over
every,sentence,exclaimed,it,is,toomuch
oh,willoughby,willoughby,could,this,beyours
cruel,cruel,nothing,can,acquityou
elinor,nothingcan
whatever,he,might,have,heard,against,me,ought,he,not,to,have
suspended,hisbelief
ought,he,not,to,have,told,me,of,it,to,have,given
me,the,power,of,clearingmyself
the,lock,of,hair,repeating,it,from,the,letter,which,you,so
obligingly,bestowed,on,me,that,isunpardonable
willoughby,where,was,your,heart,when,you,wrote,thosewords
oh,barbarously,insolent,elinor,can,he,bejustified
no,marianne,in,no,possibleway
and,yet,this,woman,who,knows,what,her,art,may,have,been
how,long,it,may,have,been,premeditated,and,how,deeply,contrived,by
her,who,is,she,who,can,she,be,whom,did,i,ever
hear,him,talk,of,as,young,and,attractive,among,his,female,acquaintance
oh
no,one,no,one,he,talked,to,me,only,ofmyself
another,pause,ensued,marianne,was,greatly,agitated,and,it,ended,thus,elinor
i,must,gohome
i,must,go,and,comfortmama
can,not,we,be,gone,tomorrow
to,morrowmarianne
yes,why,should,i,stayhere
i,came,only,for,willoughby,s,sake,and,now,who,cares,for
me
who,regardsme
it,would,be,impossible,to,go,tomorrow
we,owe,mrs,jennings,much,more,than,civility,and,civility,of,the
commonest,kind,must,prevent,such,a,hasty,removal,asthat
well,then,another,day,or,two,perhaps,but,i,cannot,stay,here
long,i,cannot,stay,to,endure,the,questions,and,remarks,of,all
thesepeople
the,middletons,and,palmers,how,am,i,to,bear,theirpity
the,pity,of,such,a,woman,as,ladymiddleton
oh,what,would,_he_,say,tothat
elinor,advised,her,to,lie,down,again,and,for,a,moment,she
did,so,but,no,attitude,could,give,her,ease,and,in,restless
pain,of,mind,and,body,she,moved,from,one,posture,to,another
till,growing,more,and,more,hysterical,her,sister,could,with,difficulty,keep
her,on,the,bed,at,all,and,for,some,time,was,fearful
of,being,constrained,to,call,forassistance
some,lavender,drops,however,which,she,was,at,length,persuaded,to,take
were,of,use,and,from,that,time,till,mrs,jennings,returned,she
continued,on,the,bed,quiet,andmotionless
chapter,xxx,mrs,jennings,came,immediately,to,their,room,on,her,return
and,without,waiting,to,have,her,request,of,admittance,answered,opened,the
door,and,walked,in,with,a,look,of,realconcern
how,do,you,do,mydear
said,she,in,a,voice,of,great,compassion,to,marianne,who,turned
away,her,face,without,attempting,toanswer
how,is,she,missdashwood
poorthing
she,looks,verybad
nowonder
ay,it,is,but,tootrue
he,is,to,be,married,very,soon,a,good,for,nothingfellow
i,have,no,patience,withhim
mrs,taylor,told,me,of,it,half,an,hour,ago,and,she
was,told,it,by,a,particular,friend,of,miss,grey,herself,else
i,am,sure,i,should,not,have,believed,it,and,i,was
almost,ready,to,sink,as,itwas
well,said,i,all,i,can,say,is,that,if,this,be
true,he,has,used,a,young,lady,of,my,acquaintance,abominably,ill
and,i,wish,with,all,my,soul,his,wife,may,plague,his
heartout
and,so,i,shall,always,say,my,dear,you,may,depend,on
it
i,have,no,notion,of,men,s,going,on,in,this,way
and,if,ever,i,meet,him,again,i,will,give,him,such
a,dressing,as,he,has,not,had,this,many,aday
but,there,is,one,comfort,my,dear,miss,marianne,he,is,not
the,only,young,man,in,the,world,worth,having,and,with,your
pretty,face,you,will,never,wantadmirers
well,poorthing
i,won,t,disturb,her,any,longer,for,she,had,better,have
her,cry,out,at,once,and,have,donewith
the,parrys,and,sandersons,luckily,are,coming,tonight,you,know,and,that
will,amuseher
she,then,went,away,walking,on,tiptoe,out,of,the,room,as
if,she,supposed,her,young,friend,s,affliction,could,be,increased,by
noise
marianne,to,the,surprise,of,her,sister,determined,on,dining,withthem
elinor,even,advised,her,againstit
but,no,she,would,go,down,she,could,bear,it,very,well
and,the,bustle,about,her,would,beless
elinor,pleased,to,have,her,governed,for,a,moment,by,such,a
motive,though,believing,it,hardly,possible,that,she,could,sit,out,the
dinner,said,no,more,and,adjusting,her,dress,for,her,as,well
as,she,could,while,marianne,still,remained,on,the,bed,was,ready
to,assist,her,into,the,dining,room,as,soon,as,they,were
summoned,toit
when,there,though,looking,most,wretchedly,she,ate,more,and,was,calmer
than,her,sister,hadexpected
had,she,tried,to,speak,or,had,she,been,conscious,of,half
mrs,jennings,s,well,meant,but,ill,judged,attentions,to,her,this
calmness,could,not,have,been,maintained,but,not,a,syllable,escaped,her
lips,and,the,abstraction,of,her,thoughts,preserved,her,in,ignorance,of
every,thing,that,was,passing,beforeher
elinor,who,did,justice,to,mrs,jennings,s,kindness,though,its,effusions
were,often,distressing,and,sometimes,almost,ridiculous,made,her,those,acknowledgments,and
returned,her,those,civilities,which,her,sister,could,not,make,or,return
forherself
their,good,friend,saw,that,marianne,was,unhappy,and,felt,that,every
thing,was,due,to,her,which,might,make,her,at,all,less
so
she,treated,her,therefore,with,all,the,indulgent,fondness,of,a,parent
towards,a,favourite,child,on,the,last,day,of,itsholidays
marianne,was,to,have,the,best,place,by,the,fire,was,to
be,tempted,to,eat,by,every,delicacy,in,the,house,and,to
be,amused,by,the,relation,of,all,the,news,of,theday
had,not,elinor,in,the,sad,countenance,of,her,sister,seen,a
check,to,all,mirth,she,could,have,been,entertained,by,mrs,jennings
s,endeavours,to,cure,a,disappointment,in,love,by,a,variety,of
sweetmeats,and,olives,and,a,goodfire
as,soon,however,as,the,consciousness,of,all,this,was,forced,by
continual,repetition,on,marianne,she,could,stay,nolonger
with,a,hasty,exclamation,of,misery,and,a,sign,to,her,sister
not,to,follow,her,she,directly,got,up,and,hurried,out,of
theroom
poorsoul
cried,mrs,jennings,as,soon,as,she,was,gone,how,it,grieves
me,to,seeher
and,i,declare,if,she,is,not,gone,away,without,finishing,her
wine
and,the,dried,cherriestoo
lord
nothing,seems,to,do,her,anygood
i,am,sure,if,i,knew,of,any,thing,she,would,like
i,would,send,all,over,the,town,forit
well,it,is,the,oddest,thing,to,me,that,a,man,should
use,such,a,pretty,girl,soill
but,when,there,is,plenty,of,money,on,one,side,and,next
to,none,on,the,other,lord,blessyou
they,care,no,more,about,suchthings
the,lady,then,miss,grey,i,think,you,called,her,is,very
rich
fifty,thousand,pounds,mydear
did,you,ever,seeher
a,smart,stylish,girl,they,say,but,nothandsome
i,remember,her,aunt,very,well,biddy,henshawe,she,married,a,very
wealthyman
but,the,family,are,all,richtogether
fifty,thousandpounds
and,by,all,accounts,it,won,t,come,before,it,s,wanted
for,they,say,he,is,all,topieces
nowonder
dashing,about,with,his,curricle,andhunters
well,it,don,t,signify,talking,but,when,a,young,man,be
who,he,will,comes,and,makes,love,to,a,pretty,girl,and
promises,marriage,he,has,no,business,to,fly,off,from,his,word
only,because,he,grows,poor,and,a,richer,girl,is,ready,to
havehim
why,don,t,he,in,such,a,case,sell,his,horses,let
his,house,turn,off,his,servants,and,make,a,thorough,reform,at
once
i,warrant,you,miss,marianne,would,have,been,ready,to,wait,till
matters,cameround
but,that,won,t,do,nowadays,nothing,in,the,way,of,pleasure
can,ever,be,given,up,by,the,young,men,of,thisage
do,you,know,what,kind,of,a,girl,miss,greyis
is,she,said,to,beamiable
i,never,heard,any,harm,of,her,indeed,i,hardly,ever,heard
her,mentioned,except,that,mrs,taylor,did,say,this,morning,that,one
day,miss,walker,hinted,to,her,that,she,believed,mr,and,mrs
ellison,would,not,be,sorry,to,have,miss,grey,married,for,she
and,mrs,ellison,could,neveragree
and,who,are,theellisons
her,guardians,mydear
but,now,she,is,of,age,and,may,choose,for,herself,and
a,pretty,choice,she,has,made,what,now,after,pausing,a,moment
your,poor,sister,is,gone,to,her,own,room,i,suppose,to
moan,byherself
is,there,nothing,one,can,get,to,comforther
poor,dear,it,seems,quite,cruel,to,let,her,bealone
well,by,and,by,we,shall,have,a,few,friends,and,that
will,amuse,her,alittle
what,shall,we,playat
she,hates,whist,i,know,but,is,there,no,round,game,she
caresfor
dear,ma,am,this,kindness,is,quiteunnecessary
marianne,i,dare,say,will,not,leave,her,room,again,thisevening
i,shall,persuade,her,if,i,can,to,go,early,to,bed
for,i,am,sure,she,wantsrest
aye,i,believe,that,will,be,best,forher
let,her,name,her,own,supper,and,go,tobed
lord
no,wonder,she,has,been,looking,so,bad,and,so,cast,down
this,last,week,or,two,for,this,matter,i,suppose,has,been
hanging,over,her,head,as,long,asthat
and,so,the,letter,that,came,today,finishedit
poorsoul
i,am,sure,if,i,had,had,a,notion,of,it,i
would,not,have,joked,her,about,it,for,all,mymoney
but,then,you,know,how,should,i,guess,such,athing
i,made,sure,of,its,being,nothing,but,a,common,love,letter
and,you,know,young,people,like,to,be,laughed,at,aboutthem
lord
how,concerned,sir,john,and,my,daughters,will,be,when,they,hear
it
if,i,had,my,senses,about,me,i,might,have,called,in
conduit,street,in,my,way,home,and,told,them,ofit
but,i,shall,see,them,tomorrow
it,would,be,unnecessary,i,am,sure,for,you,to,caution,mrs
palmer,and,sir,john,against,ever,naming,mr,willoughby,or,making,the
slightest,allusion,to,what,has,passed,before,mysister
their,own,good,nature,must,point,out,to,them,the,real,cruelty
of,appearing,to,know,any,thing,about,it,when,she,is,present
and,the,less,that,may,ever,be,said,to,myself,on,the
subject,the,more,my,feelings,will,be,spared,as,you,my,dear
madam,will,easilybelieve
oh
lord
yes,that,i,doindeed
it,must,be,terrible,for,you,to,hear,it,talked,of,and
as,for,your,sister,i,am,sure,i,would,not,mention,a
word,about,it,to,her,for,theworld
you,saw,i,did,not,all,dinnertime
no,more,would,sir,john,nor,my,daughters,for,they,are,all
very,thoughtful,and,considerate,especially,if,i,give,them,a,hint,as
i,certainlywill
for,my,part,i,think,the,less,that,is,said,about,such
things,the,better,the,sooner,tis,blown,over,andforgot
and,what,does,talking,ever,do,youknow
in,this,affair,it,can,only,do,harm,more,so,perhaps,than
in,many,cases,of,a,similar,kind,for,it,has,been,attended
by,circumstances,which,for,the,sake,of,every,one,concerned,in,it
make,it,unfit,to,become,the,publicconversation
i,must,do,_this_,justice,to,mr,willoughby,he,has,broken,no
positive,engagement,with,mysister
law,mydear
don,t,pretend,to,defendhim
no,positive,engagementindeed
after,taking,her,all,over,allenham,house,and,fixing,on,the,very
rooms,they,were,to,live,inhereafter
elinor,for,her,sister,s,sake,could,not,press,the,subject,farther
and,she,hoped,it,was,not,required,of,her,for,willoughby,s
since,though,marianne,might,lose,much,he,could,gain,very,little,by
the,enforcement,of,the,realtruth
after,a,short,silence,on,both,sides,mrs,jennings,with,all,her
natural,hilarity,burst,forthagain
well,my,dear,tis,a,true,saying,about,an,ill,wind,for
it,will,be,all,the,better,for,colonelbrandon
he,will,have,her,at,last,aye,that,hewill
mind,me,now,if,they,an,t,married,by,midsummer
lord
how,he,ll,chuckle,over,thisnews
i,hope,he,will,cometonight
it,will,be,all,to,one,a,better,match,for,yoursister
two,thousand,a,year,without,debt,or,drawback,except,the,little,love
child,indeed,aye,i,had,forgot,her,but,she,may,be,prenticed
out,at,a,small,cost,and,then,what,does,itsignify
delaford,is,a,nice,place,i,can,tell,you,exactly,what,i
call,a,nice,old,fashioned,place,full,of,comforts,and,conveniences,quite
shut,in,with,great,garden,walls,that,are,covered,with,the,best
fruit,trees,in,the,country,and,such,a,mulberry,tree,in,one
corner
lord
how,charlotte,and,i,did,stuff,the,only,time,we,werethere
then,there,is,a,dovecote,some,delightful,stew,ponds,and,a,very
pretty,canal,and,every,thing,in,short,that,one,could,wish,for
and,moreover,it,is,close,to,the,church,and,only,a,quarter
of,a,mile,from,the,turnpike,road,so,tis,never,dull,for
if,you,only,go,and,sit,up,in,an,old,yew,arbour
behind,the,house,you,may,see,all,the,carriages,that,passalong
oh
tis,a,niceplace
a,butcher,hard,by,in,the,village,and,the,parsonage,house,within
a,stone,sthrow
to,my,fancy,a,thousand,times,prettier,than,barton,park,where,they
are,forced,to,send,three,miles,for,their,meat,and,have,not
a,neighbour,nearer,than,yourmother
well,i,shall,spirit,up,the,colonel,as,soon,as,ican
one,shoulder,of,mutton,you,know,drives,anotherdown
if,we,_can_,but,put,willoughby,out,of,herhead
ay,if,we,can,do,that,ma,am,said,elinor,we,shall
do,very,well,with,or,without,colonelbrandon
and,then,rising,she,went,away,to,join,marianne,whom,she,found
as,she,expected,in,her,own,room,leaning,in,silent,misery,over
the,small,remains,of,a,fire,which,till,elinor,s,entrance,had
been,her,onlylight
you,had,better,leave,me,was,all,the,notice,that,her,sister
received,fromher
i,will,leave,you,said,elinor,if,you,will,go,tobed
but,this,from,the,momentary,perverseness,of,impatient,suffering,she,at,first
refused,todo
her,sister,s,earnest,though,gentle,persuasion,however,soon,softened,her,to
compliance,and,elinor,saw,her,lay,her,aching,head,on,the,pillow
and,as,she,hoped,in,a,way,to,get,some,quiet,rest
before,she,lefther
in,the,drawing,room,whither,she,then,repaired,she,was,soon,joined
by,mrs,jennings,with,a,wine,glass,full,of,something,in,her
hand
my,dear,said,she,entering,i,have,just,recollected,that,i,have
some,of,the,finest,old,constantia,wine,in,the,house,that,ever
was,tasted,so,i,have,brought,a,glass,of,it,for,your
sister
my,poorhusband
how,fond,he,was,ofit
whenever,he,had,a,touch,of,his,old,colicky,gout,he,said
it,did,him,more,good,than,any,thing,else,in,theworld
do,take,it,to,yoursister
dear,ma,am,replied,elinor,smiling,at,the,difference,of,the,complaints
for,which,it,was,recommended,how,good,youare
but,i,have,just,left,marianne,in,bed,and,i,hope,almost
asleep,and,as,i,think,nothing,will,be,of,so,much,service
to,her,as,rest,if,you,will,give,me,leave,i,will
drink,the,winemyself
mrs,jennings,though,regretting,that,she,had,not,been,five,minutes,earlier
was,satisfied,with,the,compromise,and,elinor,as,she,swallowed,the,chief
of,it,reflected,that,though,its,effects,on,a,colicky,gout,were
at,present,of,little,importance,to,her,its,healing,powers,on,a
disappointed,heart,might,be,as,reasonably,tried,on,herself,as,on,her
sister
colonel,brandon,came,in,while,the,party,were,at,tea,and,by
his,manner,of,looking,round,the,room,for,marianne,elinor,immediately,fancied
that,he,neither,expected,nor,wished,to,see,her,there,and,in
short,that,he,was,already,aware,of,what,occasioned,herabsence
mrs,jennings,was,not,struck,by,the,same,thought,for,soon,after
his,entrance,she,walked,across,the,room,to,the,tea,table,where
elinor,presided,and,whispered,the,colonel,looks,as,grave,as,ever,you
see
he,knows,nothing,of,it,do,tell,him,mydear
illustration,_how,fond,he,was,of,it,_,he,shortly,afterwards,drew
a,chair,close,to,her,s,and,with,a,look,which,perfectly
assured,her,of,his,good,information,inquired,after,hersister
marianne,is,not,well,saidshe
she,has,been,indisposed,all,day,and,we,have,persuaded,her,to
go,tobed
perhaps,then,he,hesitatingly,replied,what,i,heard,this,morning,may,be
there,may,be,more,truth,in,it,than,i,could,believe,possible
atfirst
what,did,youhear
that,a,gentleman,whom,i,had,reason,to,think,in,short,that
a,man,whom,i,_knew_,to,be,engaged,but,how,shall,i
tellyou
if,you,know,it,already,as,surely,you,must,i,may,be
spared
you,mean,answered,elinor,with,forced,calmness,mr,willoughby,s,marriage,with
missgrey
yes,we,_do_,know,itall
this,seems,to,have,been,a,day,of,general,elucidation,for,this
very,morning,first,unfolded,it,tous
mr,willoughby,isunfathomable
where,did,you,hearit
in,a,stationer,s,shop,in,pall,mall,where,i,hadbusiness
two,ladies,were,waiting,for,their,carriage,and,one,of,them,was
giving,the,other,an,account,of,the,intended,match,in,a,voice
so,little,attempting,concealment,that,it,was,impossible,for,me,not,to
hearall
the,name,of,willoughby,john,willoughby,frequently,repeated,first,caught,my,attention
and,what,followed,was,a,positive,assertion,that,every,thing,was,now
finally,settled,respecting,his,marriage,with,miss,grey,it,was,no,longer
to,be,a,secret,it,would,take,place,even,within,a,few
weeks,with,many,particulars,of,preparations,and,othermatters
one,thing,especially,i,remember,because,it,served,to,identify,the,man
still,more,as,soon,as,the,ceremony,was,over,they,were,to
go,to,combe,magna,his,seat,insomersetshire
my,astonishment,but,it,would,be,impossible,to,describe,what,ifelt
the,communicative,lady,i,learnt,on,inquiry,for,i,stayed,in,the
shop,till,they,were,gone,was,a,mrs,ellison,and,that,as
i,have,been,since,informed,is,the,name,of,miss,grey,s
guardian
itis
but,have,you,likewise,heard,that,miss,grey,has,fifty,thousandpounds
in,that,if,in,any,thing,we,may,find,anexplanation
it,may,be,so,but,willoughby,is,capable,at,least,i,think
he,stopped,a,moment,then,added,in,a,voice,which,seemed,to
distrust,itself,and,your,sister,how,did,she,her,sufferings,have,been
verysevere
i,have,only,to,hope,that,they,may,be,proportionatelyshort
it,has,been,it,is,a,most,cruelaffliction
till,yesterday,i,believe,she,never,doubted,his,regard,and,even,now
perhaps,but,_i_,am,almost,convinced,that,he,never,was,really,attached
toher
he,has,been,verydeceitful
and,in,some,points,there,seems,a,hardness,of,heart,abouthim
ah
said,colonel,brandon,there,isindeed
but,your,sister,does,not,i,think,you,said,so,she,does
not,consider,quite,as,youdo
you,know,her,disposition,and,may,believe,how,eagerly,she,would,still
justify,him,if,shecould
he,made,no,answer,and,soon,afterwards,by,the,removal,of,the
tea,things,and,the,arrangement,of,the,card,parties,the,subject,was
necessarilydropped
mrs,jennings,who,had,watched,them,with,pleasure,while,they,were,talking
and,who,expected,to,see,the,effect,of,miss,dashwood,s,communication
in,such,an,instantaneous,gaiety,on,colonel,brandon,s,side,as,might
have,become,a,man,in,the,bloom,of,youth,of,hope,and
happiness,saw,him,with,amazement,remain,the,whole,evening,more,serious,and
thoughtful,thanusual
chapter,xxxi,from,a,night,of,more,sleep,than,she,had,expected
marianne,awoke,the,next,morning,to,the,same,consciousness,of,misery,in
which,she,had,closed,hereyes
elinor,encouraged,her,as,much,as,possible,to,talk,of,what,she
felt,and,before,breakfast,was,ready,they,had,gone,through,the,subject
again,and,again,and,with,the,same,steady,conviction,and,affectionate,counsel
on,elinor,s,side,the,same,impetuous,feelings,and,varying,opinions,on
marianne,s,asbefore
sometimes,she,could,believe,willoughby,to,be,as,unfortunate,and,as,innocent
as,herself,and,at,others,lost,every,consolation,in,the,impossibility,of
acquittinghim
at,one,moment,she,was,absolutely,indifferent,to,the,observation,of,all
the,world,at,another,she,would,seclude,herself,from,it,for,ever
and,at,a,third,could,resist,it,withenergy
in,one,thing,however,she,was,uniform,when,it,came,to,the
point,in,avoiding,where,it,was,possible,the,presence,of,mrs,jennings
and,in,a,determined,silence,when,obliged,to,endureit
her,heart,was,hardened,against,the,belief,of,mrs,jennings,s,entering
into,her,sorrows,with,anycompassion
no,no,no,it,cannot,be,she,cried,she,cannotfeel
her,kindness,is,not,sympathy,her,good,nature,is,nottenderness
all,that,she,wants,is,gossip,and,she,only,likes,me,now
because,i,supplyit
elinor,had,not,needed,this,to,be,assured,of,the,injustice,to
which,her,sister,was,often,led,in,her,opinion,of,others,by
the,irritable,refinement,of,her,own,mind,and,the,too,great,importance
placed,by,her,on,the,delicacies,of,a,strong,sensibility,and,the
graces,of,a,polishedmanner
like,half,the,rest,of,the,world,if,more,than,half,there
be,that,are,clever,and,good,marianne,with,excellent,abilities,and,an
excellent,disposition,was,neither,reasonable,norcandid
she,expected,from,other,people,the,same,opinions,and,feelings,as,her
own,and,she,judged,of,their,motives,by,the,immediate,effect,of
their,actions,onherself
thus,a,circumstance,occurred,while,the,sisters,were,together,in,their,own
room,after,breakfast,which,sunk,the,heart,of,mrs,jennings,still,lower
in,her,estimation,because,through,her,own,weakness,it,chanced,to,prove
a,source,of,fresh,pain,to,herself,though,mrs,jennings,was,governed
in,it,by,an,impulse,of,the,utmost,goodwill
with,a,letter,in,her,outstretched,hand,and,countenance,gaily,smiling,from
the,persuasion,of,bringing,comfort,she,entered,their,room,saying,now,my
dear,i,bring,you,something,that,i,am,sure,will,do,you
good
marianne,heardenough
in,one,moment,her,imagination,placed,before,her,a,letter,from,willoughby
full,of,tenderness,and,contrition,explanatory,of,all,that,had,passed,satisfactory
convincing,and,instantly,followed,by,willoughby,himself,rushing,eagerly,into,the,room
to,enforce,at,her,feet,by,the,eloquence,of,his,eyes,the
assurances,of,hisletter
the,work,of,one,moment,was,destroyed,by,thenext
the,hand,writing,of,her,mother,never,till,then,unwelcome,was,before
her,and,in,the,acuteness,of,the,disappointment,which,followed,such,an
ecstasy,of,more,than,hope,she,felt,as,if,till,that,instant
she,had,neversuffered
the,cruelty,of,mrs,jennings,no,language,within,her,reach,in,her
moments,of,happiest,eloquence,could,have,expressed,and,now,she,could,reproach
her,only,by,the,tears,which,streamed,from,her,eyes,with,passionate
violence,a,reproach,however,so,entirely,lost,on,its,object,that,after
many,expressions,of,pity,she,withdrew,still,referring,her,to,the,letter
ofcomfort
but,the,letter,when,she,was,calm,enough,to,read,it,brought
littlecomfort
willoughby,filled,everypage
her,mother,still,confident,of,their,engagement,and,relying,as,warmly,as
ever,on,his,constancy,had,only,been,roused,by,elinor,s,application
to,entreat,from,marianne,greater,openness,towards,them,both,and,this,with
such,tenderness,towards,her,such,affection,for,willoughby,and,such,a,conviction
of,their,future,happiness,in,each,other,that,she,wept,with,agony
through,the,whole,ofit
all,her,impatience,to,be,at,home,again,now,returned,her,mother
was,dearer,to,her,than,ever,dearer,through,the,very,excess,of
her,mistaken,confidence,in,willoughby,and,she,was,wildly,urgent,to,be
gone
elinor,unable,herself,to,determine,whether,it,were,better,for,marianne,to
be,in,london,or,at,barton,offered,no,counsel,of,her,own
except,of,patience,till,their,mother,s,wishes,could,be,known,and
at,length,she,obtained,her,sister,s,consent,to,wait,for,that
knowledge
mrs,jennings,left,them,earlier,than,usual,for,she,could,not,be
easy,till,the,middletons,and,palmers,were,able,to,grieve,as,much
as,herself,and,positively,refusing,elinor,s,offered,attendance,went,out,alone
for,the,rest,of,themorning
elinor,with,a,very,heavy,heart,aware,of,the,pain,she,was
going,to,communicate,and,perceiving,by,marianne,s,letter,how,ill,she
had,succeeded,in,laying,any,foundation,for,it,then,sat,down,to
write,her,mother,an,account,of,what,had,passed,and,entreat,her
directions,for,the,future,while,marianne,who,came,into,the,drawing,room
on,mrs,jennings,s,going,away,remained,fixed,at,the,table,where
elinor,wrote,watching,the,advancement,of,her,pen,grieving,over,her,for
the,hardship,of,such,a,task,and,grieving,still,more,fondly,over
its,effect,on,hermother
in,this,manner,they,had,continued,about,a,quarter,of,an,hour
when,marianne,whose,nerves,could,not,then,bear,any,sudden,noise,was
startled,by,a,rap,at,thedoor
who,can,thisbe
criedelinor
so,earlytoo
i,thought,we,_had_,beensafe
marianne,moved,to,the,window,it,is,colonelbrandon
said,she,withvexation
we,are,never,safe,from,_him,_,he,will,not,come,in
as,mrs,jennings,is,fromhome
i,will,not,trust,to,_that_,retreating,to,her,ownroom
a,man,who,has,nothing,to,do,with,his,own,time,has
no,conscience,in,his,intrusion,on,that,ofothers
the,event,proved,her,conjecture,right,though,it,was,founded,on,injustice
and,error,for,colonel,brandon,_did_,come,in,and,elinor,who,was
convinced,that,solicitude,for,marianne,brought,him,thither,and,who,saw,_that_
solicitude,in,his,disturbed,and,melancholy,look,and,in,his,anxious,though
brief,inquiry,after,her,could,not,forgive,her,sister,for,esteeming,him
solightly
i,met,mrs,jennings,in,bond,street,said,he,after,the,first
salutation,and,she,encouraged,me,to,come,on,and,i,was,the
more,easily,encouraged,because,i,thought,it,probable,that,i,might,find
you,alone,which,i,was,very,desirous,ofdoing
my,object,my,wish,my,sole,wish,in,desiring,it,i,hope
i,believe,it,is,is,to,be,a,means,of,giving,comfort
no,i,must,not,say,comfort,not,present,comfort,but,conviction,lasting
conviction,to,your,sister,smind
my,regard,for,her,for,yourself,for,your,mother,will,you,allow
me,to,prove,it,by,relating,some,circumstances,which,nothing,but,a
_very_,sincere,regard,nothing,but,an,earnest,desire,of,being,useful,i
think,i,am,justified,though,where,so,many,hours,have,been,spent
in,convincing,myself,that,i,am,right,is,there,not,some,reason
to,fear,i,may,bewrong
hestopped
i,understand,you,saidelinor
you,have,something,to,tell,me,of,mr,willoughby,that,will,open
his,characterfarther
your,telling,it,will,be,the,greatest,act,of,friendship,that,can
be,shownmarianne
_my_,gratitude,will,be,insured,immediately,by,any,information,tending,to,that
end,and,_hers_,must,be,gained,by,it,intime
pray,pray,let,me,hearit
you,shall,and,to,be,brief,when,i,quitted,barton,last,october
but,this,will,give,you,no,idea,i,must,go,fartherback
you,will,find,me,a,very,awkward,narrator,miss,dashwood,i,hardly
know,where,tobegin
a,short,account,of,myself,i,believe,will,be,necessary,and,it
_shall_,be,a,shortone
on,such,a,subject,sighing,heavily,can,i,have,little,temptation,to
bediffuse
he,stopt,a,moment,for,recollection,and,then,with,another,sigh,went
on
you,have,probably,entirely,forgotten,a,conversation,it,is,not,to,be
supposed,that,it,could,make,any,impression,on,you,a,conversation,between
us,one,evening,at,barton,park,it,was,the,evening,of,a
dance,in,which,i,alluded,to,a,lady,i,had,once,known
as,resembling,in,some,measure,your,sistermarianne
indeed,answered,elinor,i,have,_not_,forgottenit
he,looked,pleased,by,this,remembrance,and,added,if,i,am,not
deceived,by,the,uncertainty,the,partiality,of,tender,recollection,there,is,a
very,strong,resemblance,between,them,as,well,in,mind,asperson
the,same,warmth,of,heart,the,same,eagerness,of,fancy,andspirits
this,lady,was,one,of,my,nearest,relations,an,orphan,from,her
infancy,and,under,the,guardianship,of,myfather
our,ages,were,nearly,the,same,and,from,our,earliest,years,we
were,playfellows,andfriends
i,cannot,remember,the,time,when,i,did,not,love,eliza,and
my,affection,for,her,as,we,grew,up,was,such,as,perhaps
judging,from,my,present,forlorn,and,cheerless,gravity,you,might,think,me
incapable,of,having,everfelt
her,s,for,me,was,i,believe,fervent,as,the,attachment,of
your,sister,to,mr,willoughby,and,it,was,though,from,a,different
cause,no,lessunfortunate
at,seventeen,she,was,lost,to,me,forever
she,was,married,married,against,her,inclination,to,mybrother
her,fortune,was,large,and,our,family,estate,muchencumbered
and,this,i,fear,is,all,that,can,be,said,for,the
conduct,of,one,who,was,at,once,her,uncle,andguardian
my,brother,did,not,deserve,her,he,did,not,even,loveher
i,had,hoped,that,her,regard,for,me,would,support,her,under
any,difficulty,and,for,some,time,it,did,but,at,last,the
misery,of,her,situation,for,she,experienced,great,unkindness,overcame,all,her
resolution,and,though,she,had,promised,me,that,nothing,but,how,blindly
irelate
i,have,never,told,you,how,this,was,broughton
we,were,within,a,few,hours,of,eloping,together,forscotland
the,treachery,or,the,folly,of,my,cousin,s,maid,betrayedus
i,was,banished,to,the,house,of,a,relation,far,distant,and
she,was,allowed,no,liberty,no,society,no,amusement,till,my,father
s,point,wasgained
i,had,depended,on,her,fortitude,too,far,and,the,blow,was
a,severe,one,but,had,her,marriage,been,happy,so,young,as
i,then,was,a,few,months,must,have,reconciled,me,to,it
or,at,least,i,should,not,have,now,to,lamentit
this,however,was,not,thecase
my,brother,had,no,regard,for,her,his,pleasures,were,not,what
they,ought,to,have,been,and,from,the,first,he,treated,her
unkindly
the,consequence,of,this,upon,a,mind,so,young,so,lively,so
inexperienced,as,mrs,brandon,s,was,but,toonatural
she,resigned,herself,at,first,to,all,the,misery,of,her,situation
and,happy,had,it,been,if,she,had,not,lived,to,overcome
those,regrets,which,the,remembrance,of,meoccasioned
but,can,we,wonder,that,with,such,a,husband,to,provoke,inconstancy
and,without,a,friend,to,advise,or,restrain,her,for,my,father
lived,only,a,few,months,after,their,marriage,and,i,was,with
my,regiment,in,the,east,indies,she,shouldfall
had,i,remained,in,england,perhaps,but,i,meant,to,promote,the
happiness,of,both,by,removing,from,her,for,years,and,for,that
purpose,had,procured,myexchange
the,shock,which,her,marriage,had,given,me,he,continued,in,a
voice,of,great,agitation,was,of,trifling,weight,was,nothing,to,what
i,felt,when,i,heard,about,two,years,afterwards,of,herdivorce
it,was,_that_,which,threw,this,gloom,even,now,the,recollection,of
what,i,suffered,he,could,say,no,more,and,rising,hastily,walked
